"sex","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","labor_migrant_bari_in_bangladesh","years_of_education_wife","husband_occupation","years_of_education_husband","relocate_MI","institutionloan_vs_other","bank_vs_micro","husbandTravelINBangladesh","wifeTravelINBangladesh","wifeAbroadTravel","husbandAbroadTravel","listenRadio_h","useInternet_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","occupation_agriculture_dummy","occupation_mkt_connection","occupation_ses","age_wife","age_h","assetMobilePhone","assetSmartphone","assetComputer","assetElectricity","landOwnedFarmAmount"
1,6,100,237250,13500,0,2,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,20,5.80645161290323,4.56521739130435,1.59468438538206,30,18.5483870967742,5,10,10,11,1,0,0,4,5,0,0,0,0,3600,1,1,1,3,3,38,38,1,0,0,1,30
1,6,75,363950,11166.66667,0,0,5,0,0,5.90909090909091,15,20,10,4.61538461538461,3.91304347826087,35,2.65193370165746,30,18.5483870967742,19,9,0,12,1,0,0,8,2,0,0,0,0,210,0,1,1,0,0,41,41,1,1,0,1,198
0,6,100,182700,14000,6,2,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,5.71428571428571,11.25,19.0909090909091,1.99170124481328,20,27.3809523809524,5,9,10,0,0,1,1,10,2,0,0,0,0,NA,NA,NA,1,3,3,58,NA,1,0,0,1,0
1,5,75,238170,69583.33333,10,1,5,0,0,5.90909090909091,2.19512195121951,2.92682926829268,2.85714285714286,3.87096774193548,5.80645161290323,10,3.17880794701987,8.57142857142857,52.2727272727273,0,0,1,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,75,75,1,1,0,1,133
1,5,100,243825,8600,3,0,4,0,0,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,20,0,9,5,0,0,0,11,3,0,0,0,0,1800,0,0,1,2,2,61,61,1,0,0,1,48
0,6,100,157550,30416.66667,2,1,4,0,1,3.0952380952381,2.90322580645161,3.87096774193548,3.75,5.71428571428571,2.95081967213115,6.7741935483871,3.17880794701987,11.25,27.3809523809524,5,0,1,1,0,1,0,9,5,0,0,NA,0,600,0,1,0,0,1,34,48,1,0,0,1,0
0,6,100,481350,98677,5,1,5,0,3,5.90909090909091,2.90322580645161,3.87096774193548,10,5.71428571428571,8.57142857142857,3.44262295081967,2.65193370165746,30,27.3809523809524,0,1,7,10,0,0,0,3,4,0,4,NA,NA,NA,NA,NA,1,1,1,62,61,1,1,0,1,18
0,6,75,199625,50166.66667,4,1,5,0,1,8.125,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,10,3.96694214876033,8.57142857142857,18.5483870967742,13,0,1,3,0,0,0,6,4,0,0,NA,NA,NA,NA,NA,0,0,1,61,60,1,0,0,1,0
0,5,100,161215,23600,2,0,4,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,3.91304347826087,5.1219512195122,1.99170124481328,16.3636363636364,52.2727272727273,4,3,9,0,0,0,0,8,4,0,0,0,0,900,0,0,1,2,2,58,58,1,1,0,1,0
1,6,100,326625,20000,0,2,6,0,0,10.8333333333333,90,1.9672131147541,20,3.87096774193548,5.80645161290323,5.1219512195122,1.99170124481328,5.80645161290323,9.42622950819672,14,9,10,9,1,1,0,4,3,0,8,0,0,3600,0,1,1,3,3,44,44,1,0,0,1,10
0,6,100,245500,28000,0,1,6,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,8.57142857142857,10,1.99170124481328,16.3636363636364,18.5483870967742,4,2,9,5,0,0,0,8,4,0,1,0,0,1800,0,0,1,2,2,54,59,1,0,0,1,23.94
0,6,75,201950,6666.666667,2,1,3,0,3,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,2.65193370165746,16.3636363636364,15.9722222222222,5,0,1,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0,1,60,NA,1,1,0,1,0
1,6,25,344215,27250,7,2,4,0,0,5.90909090909091,2.19512195121951,2.92682926829268,2.30769230769231,3.87096774193548,2.22222222222222,10,2.65193370165746,5.80645161290323,18.5483870967742,2,5,1,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,69,68,1,1,0,1,40
0,5,25,94135,7666.666667,1,1,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,3.87096774193548,5.80645161290323,6.7741935483871,1.59468438538206,30,18.5483870967742,6,3,9,1,0,1,0,8,0,0,0,NA,0,4500,0,1,1,2,2,37,50,1,1,0,1,0
1,6,75,1075475,216000,1,2,9,0,0,2.09677419354839,4.28571428571429,5.71428571428571,10,20,30,10,2.65193370165746,16.3636363636364,18.5483870967742,24,0,1,6,1,0,0,8,1,0,8,0,0,1800,1,1,0,0,1,59,59,1,1,0,1,0
0,5,75,145100,20750,0,0,3,0,0,5.90909090909091,8.18181818181818,10.9090909090909,2.85714285714286,7.5,4.39024390243902,4.56521739130435,3.17880794701987,8.57142857142857,52.2727272727273,4,3,2,0,0,0,0,0,0,0,0,0,0,900,0,1,0,0,0,45,49,1,1,0,1,0
1,5,100,123910,10100,0,2,3,0,0,2.09677419354839,5.625,7.5,10,5.71428571428571,3.91304347826087,210,3.17880794701987,30,95.8333333333333,35,5,12,9,1,0,0,4,2,0,8,0,0,3600,0,0,1,1,2,53,53,1,1,0,0,132
1,6,100,407780,48000,9,0,4,0,2,5.90909090909091,4.28571428571429,5.71428571428571,2.85714285714286,3.87096774193548,1.97802197802198,35,2.65193370165746,5.80645161290323,27.3809523809524,0,3,0,5,0,0,0,5,1,0,1,0,2,3600,0,0,1,0,0,60,60,1,1,0,1,29
0,6,0,0,100,0,0,2,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,5.71428571428571,4.39024390243902,35,2.65193370165746,16.3636363636364,9.42622950819672,8,3,10,3,1,1,0,4,3,0,0,NA,0,NA,NA,NA,1,3,3,32,NA,0,0,0,0,0
1,6,100,359625,90550,12,1,6,0,1,10.8333333333333,8.18181818181818,10.9090909090909,3.75,4.61538461538461,8.57142857142857,6.7741935483871,2.65193370165746,11.25,18.5483870967742,14,9,10,16,0,0,0,12,6,0,2,0,1,900,0,0,1,3,3,62,62,1,1,0,1,205
0,4,100,112105,16000,0,2,5,0,0,5.90909090909091,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,8.07692307692308,1.59468438538206,5.80645161290323,18.5483870967742,9,0,4,3,1,0,0,10,3,0,0,0,0,900,0,0,1,1,0,31,43,1,1,0,1,0
0,4,25,144345,10500,1,1,2,0,0,5.90909090909091,1.47540983606557,1.31868131868132,1.93548387096774,0.991735537190083,1.97802197802198,2.30769230769231,1.99170124481328,6.92307692307692,6.31868131868132,1,8,10,0,1,0,0,8,3,0,0,0,1,900,0,0,1,3,3,32,39,1,0,0,0,0
0,5,25,124200,36000,10,0,4,0,0,5.90909090909091,90,1.9672131147541,20,5.71428571428571,1.97802197802198,2.30769230769231,1.99170124481328,30,9.42622950819672,0,0,1,0,0,1,0,2,1,0,0,0,0,900,0,1,0,0,1,58,50,0,0,0,1,0
0,6,100,144305,20750,8,1,6,0,0,21.6666666666667,2.90322580645161,3.87096774193548,10,3.87096774193548,1.97802197802198,19.0909090909091,1.99170124481328,30,27.3809523809524,4,7,10,2,0,1,0,7,7,0,0,0,0,0,0,1,1,3,3,70,81,1,0,0,1,0
0,5,75,336565,51000,0,2,4,0,0,5.90909090909091,11.25,15,10,10.9090909090909,16.3636363636364,10,1.77121771217712,30,52.2727272727273,7,0,10,0,0,0,0,2,5,0,2,NA,NA,NA,NA,0,1,3,3,71,NA,1,1,0,1,0
1,6,75,424850,17000,4,1,5,0,0,4.0625,8.18181818181818,10.9090909090909,5.45454545454545,7.5,5.80645161290323,10,2.65193370165746,8.57142857142857,35.9375,13,1,1,0,0,0,0,10,10,0,0,0,0,900,0,0,0,0,1,61,61,1,0,0,1,46.55
0,6,50,298525,12166.66667,0,1,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,8.07692307692308,2.65193370165746,16.3636363636364,18.5483870967742,10,0,1,0,0,0,0,8,8,0,0,NA,0,NA,0,NA,0,0,1,60,NA,1,1,0,1,15
0,6,100,233250,13500,0,1,5,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,2.65193370165746,16.3636363636364,9.42622950819672,1,0,9,0,0,1,0,3,3,0,0,0,NA,900,0,1,1,2,2,47,51,1,1,0,1,0
0,6,100,297885,22500,1,2,5,0,2,10.8333333333333,8.18181818181818,10.9090909090909,1.93548387096774,0.991735537190083,2.95081967213115,5.1219512195122,2.27488151658768,60,52.2727272727273,7,0,1,6,1,1,0,2,2,0,8,0,NA,900,0,1,0,0,1,36,50,1,1,0,1,70
1,5,100,70845,7000,2,1,3,0,1,5.90909090909091,4.28571428571429,5.71428571428571,10,4.61538461538461,3.91304347826087,5.1219512195122,2.65193370165746,8.57142857142857,27.3809523809524,13,9,12,12,1,1,0,12,5,0,0,1,1,0,0,0,1,3,3,38,38,1,0,0,1,0
1,6,25,329255,41666.66667,9,0,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,20,3.87096774193548,5.80645161290323,2.30769230769231,1.99170124481328,5.80645161290323,18.5483870967742,0,4,9,6,0,1,0,12,3,0,0,2,0,2700,0,1,1,2,2,67,67,1,0,0,1,15.96
1,6,25,411225,40166.66667,9,0,6,0,0,10.8333333333333,8.18181818181818,10.9090909090909,10,3.87096774193548,5.80645161290323,6.7741935483871,1.99170124481328,16.3636363636364,71.875,5,0,2,0,0,0,0,2,2,0,0,0,0,54000,0,0,0,0,0,56,56,1,1,0,1,0
1,6,0,175325,44166.66667,3,1,3,0,0,5.90909090909091,15,20,3.75,7.5,5.80645161290323,3.44262295081967,3.17880794701987,11.25,52.2727272727273,3,0,2,0,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,44,44,1,0,0,0,24
1,5,100,181300,20000,1,1,5,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,5.80645161290323,10,1.99170124481328,16.3636363636364,35.9375,4,0,12,0,1,1,0,3,10,0,0,0,0,900,1,1,1,1,2,32,28,1,0,0,0,0
0,5,25,169850,4166.666667,0,0,2,0,0,10.8333333333333,90,1.9672131147541,2.85714285714286,3.87096774193548,2.22222222222222,10,1.59468438538206,16.3636363636364,9.42622950819672,4,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,58,62,1,1,0,1,0
0,5,100,300195,10000,0,1,5,0,4,10.8333333333333,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,1.48760330578512,10,2.65193370165746,8.57142857142857,18.5483870967742,0,8,10,12,0,0,0,12,3,0,0,0,0,210,0,0,1,3,3,39,40,1,1,0,1,18
0,6,75,207550,18000,1,2,6,0,0,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,2.65193370165746,11.25,14.0243902439024,4,8,10,9,0,0,0,3,4,0,2,0,NA,NA,NA,NA,1,3,3,32,NA,1,1,0,1,0
0,6,100,223225,16666.66667,5,2,5,0,1,10.8333333333333,2.90322580645161,3.87096774193548,6.66666666666667,10.9090909090909,11.25,10,2.65193370165746,16.3636363636364,27.3809523809524,5,5,0,10,0,0,0,3,0,0,0,0,0,70,0,0,1,0,0,46,53,1,1,0,0,0
0,5,100,244520,8600,2,0,5,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,3.91304347826087,35,3.17880794701987,30,95.8333333333333,32,15,10,14,0,0,0,10,6,0,0,0,NA,NA,NA,0,1,3,3,39,NA,1,0,0,1,132
0,4,75,96005,6500,0,1,4,0,0,4.0625,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,8.07692307692308,3.17880794701987,8.57142857142857,18.5483870967742,2,0,0,0,0,0,0,3,1,0,0,NA,NA,0,0,0,1,0,0,60,64,1,0,0,1,48
0,5,100,181300,16000,0,1,5,0,0,2.09677419354839,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,3.44262295081967,2.65193370165746,16.3636363636364,18.5483870967742,45,9,10,12,1,0,0,4,5,0,8,NA,NA,NA,NA,NA,1,3,3,36,NA,1,0,0,1,12
0,6,100,325610,25000,2,2,5,0,1,16.25,5.625,7.5,3.75,7.5,4.39024390243902,3.44262295081967,1.99170124481328,30,35.9375,4,17,10,17,1,0,0,8,2,0,8,NA,NA,NA,NA,NA,1,3,3,28,34,1,1,0,1,0
0,6,25,376025,85000,2,1,6,0,3,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,7.5,16.3636363636364,19.0909090909091,2.65193370165746,16.3636363636364,52.2727272727273,12,0,1,0,0,1,0,8,1,0,0,0,0,1800,0,0,0,0,1,54,65,1,1,0,1,32
0,6,100,131050,0,1,1,3,0,0,3.0952380952381,4.28571428571429,5.71428571428571,5.45454545454545,7.5,5.80645161290323,5.83333333333333,2.65193370165746,16.3636363636364,12.5,77,9,9,10,0,0,0,4,4,0,0,0,3,900,0,0,1,2,2,41,54,1,0,0,1,0
0,5,100,115400,15000,1,0,2,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,2.92682926829268,5.80645161290323,3.44262295081967,3.17880794701987,16.3636363636364,9.42622950819672,9,8,10,0,0,1,1,2,1,0,0,0,0,NA,NA,NA,1,3,3,53,NA,1,0,0,1,0
0,5,100,96900,10500,0,0,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,10,2.65193370165746,16.3636363636364,18.5483870967742,9,1,10,0,0,0,0,10,3,0,0,NA,NA,NA,NA,NA,1,3,3,51,NA,1,0,0,0,0
0,4,75,133120,2083.333333,0,1,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,6.31868131868132,9,9,1,10,0,0,0,4,6,0,0,NA,0,900,0,0,0,0,1,38,59,1,0,0,1,5.32
1,6,100,336725,118666.6667,5,1,5,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,5.80645161290323,10,2.65193370165746,30,27.3809523809524,10,9,10,12,0,0,0,2,3,0,0,0,0,4500,0,0,1,3,3,50,50,1,1,0,0,0
0,6,75,196290,45000,1,0,3,0,0,3.0952380952381,4.28571428571429,5.71428571428571,8.57142857142857,10.9090909090909,2.95081967213115,10,2.27488151658768,8.57142857142857,12.5,2,0,9,3,1,0,0,2,2,0,0,NA,NA,5400,0,1,1,2,2,43,50,1,0,0,1,20
1,6,100,227750,36000,1,1,6,0,0,2.09677419354839,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,13.125,1.99170124481328,8.57142857142857,18.5483870967742,16,6,10,2,1,0,0,3,4,0,0,0,0,3600,0,0,1,3,3,31,32,1,0,0,1,10
0,6,75,242225,83916.66667,3,1,5,0,0,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,3.17880794701987,8.57142857142857,12.5,3,0,9,0,0,0,0,9,3,0,0,0,0,210,0,0,1,2,2,53,58,1,0,0,0,297
1,6,100,244845,28000,9,2,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,2.85714285714286,1.9672131147541,1.97802197802198,5.1219512195122,3.96694214876033,8.57142857142857,18.5483870967742,12,2,0,10,0,0,0,10,6,0,0,0,0,2700,0,1,1,0,0,62,62,1,0,0,1,20
1,6,100,416025,32500,1,0,6,0,0,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,1.99170124481328,16.3636363636364,18.5483870967742,14,7,23,5,1,0,0,8,2,0,0,0,0,1800,0,0,1,1,0,29,32,1,1,0,1,21
0,6,75,231400,16833.33333,3,1,3,0,3,3.0952380952381,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,8.07692307692308,2.65193370165746,8.57142857142857,12.5,16,0,1,1,0,0,0,3,3,0,0,0,0,NA,0,0,0,0,1,58,NA,1,0,0,0,0
1,5,100,122875,8300,0,1,3,0,0,2.09677419354839,2.90322580645161,3.87096774193548,10,3.87096774193548,4.39024390243902,35,3.17880794701987,30,14.0243902439024,77,9,9,0,1,0,0,7,4,0,0,0,0,300,0,0,1,2,2,57,57,1,0,0,1,0
1,6,100,146625,5500,0,0,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,20,6.92307692307692,5.1219512195122,1.59468438538206,30,18.5483870967742,5,5,10,3,1,0,0,8,16,0,0,0,0,900,0,1,1,3,3,44,44,1,0,0,1,0
0,6,100,430300,1800,2,1,4,0,3,5.90909090909091,3.46153846153846,4.61538461538461,5.45454545454545,10.9090909090909,2.53521126760563,3.44262295081967,2.65193370165746,30,52.2727272727273,7,9,10,0,1,1,0,2,8,0,3,NA,0,NA,0,NA,1,3,3,37,NA,1,1,0,1,0
1,5,100,207750,23000,4,2,4,1,0,5.90909090909091,90,1.9672131147541,10,3.87096774193548,5.80645161290323,6.7741935483871,3.17880794701987,30,18.5483870967742,5,0,4,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,55,55,0,0,0,1,0
1,3,100,117220,0,4,0,3,0,0,4.0625,2.90322580645161,3.87096774193548,20,3.87096774193548,5.80645161290323,13.125,3.17880794701987,5.80645161290323,18.5483870967742,7,1,4,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,62,62,1,0,0,1,48
0,6,50,278065,47666.66667,2,0,4,0,1,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,8.57142857142857,15.9722222222222,16,6,10,12,0,0,0,11,3,0,1,NA,NA,NA,NA,NA,1,3,3,39,NA,1,1,0,1,40
0,6,100,135450,16116.66667,0,0,2,0,0,3.0952380952381,1.95652173913043,2.60869565217391,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,3.17880794701987,11.25,18.5483870967742,5,5,9,0,1,0,0,9,1,0,0,0,0,NA,NA,NA,1,2,2,37,NA,1,0,0,1,0
0,2,100,135950,15000,0,0,2,0,0,3.0952380952381,1.95652173913043,2.60869565217391,5.45454545454545,1.9672131147541,5.80645161290323,6.7741935483871,1.99170124481328,16.3636363636364,18.5483870967742,27,6,10,5,1,0,0,10,1,0,0,0,0,0,NA,0,1,3,3,36,NA,1,0,0,0,0
1,5,75,80520,62000,2,0,4,0,2,10.8333333333333,5.625,7.5,10,7.5,11.25,19.0909090909091,2.65193370165746,30,22.1153846153846,2,1,9,0,0,0,0,8,10,8,1,0,2,70,0,1,1,2,2,51,51,1,1,0,1,0
1,6,75,381350,26500,0,1,8,0,3,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,5.71428571428571,2.95081967213115,105,3.17880794701987,8.57142857142857,14.0243902439024,10,9,1,12,0,0,0,6,4,0,0,0,3,2700,0,1,0,0,1,68,68,1,1,0,1,6
0,6,50,133625,8000,0,2,7,0,0,5.90909090909091,5.625,7.5,10,4.61538461538461,2.95081967213115,6.7741935483871,2.65193370165746,30,52.2727272727273,21,0,1,8,0,0,0,2,1,0,1,NA,NA,2700,0,0,0,0,1,33,50,1,1,0,1,0
1,5,75,103750,583.3333333,1,1,6,0,1,65,90,120,10,40,6.92307692307692,3.44262295081967,3.17880794701987,16.3636363636364,95.8333333333333,0,5,9,8,0,0,0,6,6,0,0,0,1,8400,0,1,1,2,2,48,48,1,1,0,1,132
1,6,100,227750,10000,0,1,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,4.61538461538461,6.92307692307692,10,3.96694214876033,8.57142857142857,18.5483870967742,4,5,10,10,1,0,0,11,3,0,0,0,0,1350,0,0,1,3,3,41,41,1,1,0,1,0
0,6,75,180650,36208.33333,9,0,4,0,3,8.125,4.28571428571429,5.71428571428571,3.75,5.71428571428571,5,4.56521739130435,9.41176470588235,8.57142857142857,22.1153846153846,12,0,4,0,0,0,0,6,5,0,0,0,1,900,0,0,1,1,0,55,60,1,0,0,1,0
1,6,100,149075,8000,0,1,4,0,0,3.0952380952381,90,1.9672131147541,1.93548387096774,1.9672131147541,1.48760330578512,13.125,5.27472527472527,2.95081967213115,6.31868131868132,15,8,10,9,0,0,0,0,4,0,0,0,0,0,0,0,1,3,3,56,56,1,0,0,0,78
0,5,25,244400,101000,3,2,6,0,0,21.6666666666667,90,1.9672131147541,5.45454545454545,3.87096774193548,2.95081967213115,6.7741935483871,3.17880794701987,60,9.42622950819672,6,3,2,0,1,0,0,4,3,0,1,NA,NA,3600,0,1,0,0,0,56,60,1,0,0,1,32
0,5,100,174100,38000,1,1,4,0,0,5.90909090909091,0.989010989010989,1.9672131147541,5.45454545454545,5.71428571428571,2.95081967213115,13.125,2.65193370165746,8.57142857142857,9.42622950819672,3,0,5,10,1,0,0,2,2,0,1,0,0,NA,NA,NA,0,0,1,32,NA,1,0,0,0,0
0,5,75,105325,16000,0,0,2,0,0,8.125,8.18181818181818,10.9090909090909,3.75,10.9090909090909,5.80645161290323,4.56521739130435,2.27488151658768,30,52.2727272727273,4,0,2,0,1,0,0,8,4,0,0,NA,0,900,0,0,0,0,0,40,53,1,0,0,0,0
0,6,75,261500,0,5,0,5,0,2,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,5.71428571428571,8.57142857142857,3.44262295081967,2.65193370165746,8.57142857142857,22.1153846153846,21,0,2,3,0,0,0,11,4,0,0,NA,0,0,NA,NA,0,0,0,61,NA,1,1,0,1,0
1,5,100,87120,16000,2,0,1,0,0,5.90909090909091,1.95652173913043,2.60869565217391,10,3.87096774193548,5.80645161290323,35,2.65193370165746,20,6.31868131868132,9,6,8,5,0,0,0,5,5,0,1,0,0,420,0,1,1,1,1,48,48,1,0,0,1,0
0,4,75,96005,6500,0,0,4,0,1,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,5.80645161290323,5.1219512195122,3.17880794701987,16.3636363636364,18.5483870967742,15,4,0,6,0,0,0,8,6,0,0,0,1,1800,0,0,1,0,0,46,53,1,1,0,1,0
0,6,100,319450,135000,5,1,5,0,2,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,105,2.38805970149254,8.57142857142857,18.5483870967742,13,9,9,10,0,0,0,11,5,0,0,0,0,7200,0,0,1,2,2,44,48,1,1,0,1,0
0,6,100,318905,45000,4,1,5,0,1,5.90909090909091,2.90322580645161,3.87096774193548,10,7.5,5.80645161290323,5.1219512195122,2.27488151658768,30,18.5483870967742,13,8,9,9,0,0,0,10,6,0,8,NA,1,900,0,1,1,2,2,51,50,1,1,0,1,0
0,6,100,50385,17500,0,0,3,0,0,3.0952380952381,8.18181818181818,10.9090909090909,10,4.61538461538461,5.80645161290323,6.7741935483871,2.27488151658768,16.3636363636364,18.5483870967742,7,1,12,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,1,0,1,63,NA,0,0,0,1,3.5
0,5,100,108895,60000,1,0,5,0,0,10.8333333333333,4.28571428571429,5.71428571428571,15,20,2.95081967213115,35,3.96694214876033,30,52.2727272727273,29,4,0,4,0,0,0,9,10,0,0,0,NA,NA,NA,NA,1,0,0,58,NA,1,1,0,1,0
1,5,75,158300,23500,2,0,5,0,0,3.0952380952381,90,1.9672131147541,5.45454545454545,3.87096774193548,1.97802197802198,19.0909090909091,1.99170124481328,16.3636363636364,18.5483870967742,15,5,0,3,0,0,0,4,5,0,0,0,0,900,0,0,1,0,0,41,41,1,0,0,0,9
0,5,100,60201,20900,0,1,5,2,0,10.8333333333333,90,1.9672131147541,10,10.9090909090909,5.80645161290323,10,2.65193370165746,5.80645161290323,18.5483870967742,2,7,1,8,0,1,0,2,3,0,0,3,0,900,0,1,0,0,1,59,60,0,0,0,0,2.5
1,6,100,377000,52375,5,2,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,10.9090909090909,5.80645161290323,5.1219512195122,3.96694214876033,30,12.5,5,5,9,10,0,0,0,4,4,0,0,0,0,900,0,0,1,2,2,49,49,1,1,0,1,0
0,5,50,295605,17633.33333,0,1,3,0,0,10.8333333333333,90,1.9672131147541,0.983606557377049,1.9672131147541,2.95081967213115,2.30769230769231,2.65193370165746,2.95081967213115,9.42622950819672,2,0,0,1,0,1,0,3,2,0,2,NA,0,NA,0,0,1,0,0,34,NA,1,1,0,1,12
0,6,100,164400,18250,1,0,5,0,0,5.90909090909091,5.625,7.5,10,10.9090909090909,2.95081967213115,2.30769230769231,3.96694214876033,11.25,12.5,4,0,9,8,1,0,0,1,1,0,1,NA,0,NA,NA,NA,1,2,2,32,NA,1,1,0,1,21.28
0,4,100,104025,17000,0,0,1,0,0,5.90909090909091,1.47540983606557,1.31868131868132,10,3.87096774193548,5.80645161290323,210,1.99170124481328,16.3636363636364,9.42622950819672,0,0,4,0,0,1,0,1,0,0,0,0,1,900,0,1,1,1,0,46,52,1,0,0,0,0
0,6,25,733350,99083.33333,2,2,8,0,2,10.8333333333333,0.989010989010989,1.69014084507042,1.46341463414634,3.87096774193548,4.39024390243902,5.1219512195122,2.65193370165746,8.57142857142857,18.5483870967742,14,0,1,0,1,0,0,5,5,0,1,NA,NA,54000,1,1,0,0,1,42,59,1,1,1,1,130
0,6,100,286790,45000,0,2,6,0,0,5.90909090909091,90,1.9672131147541,5.45454545454545,10.9090909090909,1.97802197802198,3.44262295081967,2.27488151658768,16.3636363636364,9.42622950819672,4,0,9,0,1,0,0,3,3,0,0,NA,NA,300,0,0,1,2,2,32,45,1,1,0,1,0
1,6,50,283075,38161.08333,0,2,5,0,1,3.0952380952381,90,1.9672131147541,1.93548387096774,1.9672131147541,4.39024390243902,6.7741935483871,1.99170124481328,11.25,2.38589211618257,7,6,1,3,1,0,0,6,5,0,0,0,1,1800,0,0,0,0,1,60,60,1,0,0,1,60
1,5,100,177750,12000,0,1,5,0,0,4.0625,2.90322580645161,3.87096774193548,0.983606557377049,2.92682926829268,4.39024390243902,4.11764705882353,2.65193370165746,5.80645161290323,18.5483870967742,0,4,19,0,0,1,0,2,2,4,1,0,0,900,0,1,1,1,2,43,43,1,0,0,0,100
1,5,100,89445,950,0,1,3,0,0,3.0952380952381,1.95652173913043,2.60869565217391,10,3.87096774193548,8.57142857142857,2.30769230769231,1.99170124481328,30,18.5483870967742,0,8,8,0,1,0,0,2,8,0,0,0,0,300,0,1,1,1,1,31,32,1,0,0,1,0
0,4,100,160420,50000,2,0,2,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,480,16.3636363636364,15.9722222222222,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,1,0,0,54,NA,1,0,0,0,0
0,5,100,309645,22500,2,1,4,0,0,5.90909090909091,90,1.9672131147541,2.85714285714286,1.9672131147541,1.97802197802198,2.30769230769231,2.65193370165746,16.3636363636364,9.42622950819672,10,7,10,7,1,0,0,5,1,0,2,NA,NA,420,0,0,1,3,3,30,31,1,0,0,1,10
