id,marketIntegrationPrimarySchoolMinutes,marketIntegrationPrimarySchoolHours,marketIntegrationPrimarySchoolByFoot,marketIntegrationPrimarySchoolByRickshaw,marketIntegrationPrimarySchoolByTomTom,marketIntegrationPrimarySchoolByCNG,marketIntegrationPrimarySchoolByBoat,marketIntegrationPrimarySchoolByBus,marketIntegrationHighSchoolMinutes,marketIntegrationHighSchoolHours,marketIntegrationHighSchoolByFoot,marketIntegrationHighSchoolByRickshaw,marketIntegrationHighSchoolByTomTom,marketIntegrationHighSchoolByCNG,marketIntegrationHighSchoolByBoat,marketIntegrationHighSchoolByBus,marketIntegrationCollegeMinutes,marketIntegrationCollegeHours,marketIntegrationCollegeByFoot,marketIntegrationCollegeByRickshaw,marketIntegrationCollegeByTomTom,marketIntegrationCollegeByCNG,marketIntegrationCollegeByBoat,marketIntegrationCollegeByBus,marketIntegrationSmallBazaarMinutes,marketIntegrationSmallBazaarHours,marketIntegrationSmallBazaarByFoot,marketIntegrationSmallBazaarByRickshaw,marketIntegrationSmallBazaarByTomTom,marketIntegrationSmallBazaarByCNG,marketIntegrationSmallBazaarByBoat,marketIntegrationSmallBazaarByBus,marketIntegrationLargeBazaarMinutes,marketIntegrationLargeBazaarHours,marketIntegrationLargeBazaarByFoot,marketIntegrationLargeBazaarByRickshaw,marketIntegrationLargeBazaarByTomTom,marketIntegrationLargeBazaarByCNG,marketIntegrationLargeBazaarByBoat,marketIntegrationLargeBazaarByBus,marketIntegrationTownMinutes,marketIntegrationTownHours,marketIntegrationTownByFoot,marketIntegrationTownByRickshaw,marketIntegrationTownByTomTom,marketIntegrationTownByCNG,marketIntegrationTownByBoat,marketIntegrationTownByBus,marketIntegrationMainRoadMinutes,marketIntegrationMainRoadHours,marketIntegrationMainRoadByFoot,marketIntegrationMainRoadByRickshaw,marketIntegrationMainRoadByTomTom,marketIntegrationMainRoadByCNG,marketIntegrationMainRoadByBoat,marketIntegrationMainRoadByBus,marketIntegrationDhakaMinutes,marketIntegrationDhakaHours,marketIntegrationDhakaByCNG,marketIntegrationDhakaByBus,marketIntegrationDhakaByLaunch,marketIntegrationPharmacyMinutes,marketIntegrationPharmacyHours,marketIntegrationPharmacyByFoot,marketIntegrationPharmacyByRickshaw,marketIntegrationPharmacyByTomTom,marketIntegrationPharmacyByCNG,marketIntegrationPharmacyByBoat,marketIntegrationPharmacyByBus,marketIntegrationMBBSMinutes,marketIntegrationMBBSHours,marketIntegrationMBBSByFoot,marketIntegrationMBBSByRickshaw,marketIntegrationMBBSByTomTom,marketIntegrationMBBSByCNG,marketIntegrationMBBSByBoat,marketIntegrationMBBSByBus,marketIntegrationHospitalMinutes,marketIntegrationHospitalHours,marketIntegrationHospitalByFoot,marketIntegrationHospitalByRickshaw,marketIntegrationHospitalByTomTom,marketIntegrationHospitalByCNG,marketIntegrationHospitalByBoat,marketIntegrationHospitalByBus,husbandDhakaVisit,husbandBangladeshVisit,husbandAbroadVisit,respondentDhakaVisit,respondentBangladeshVisit,respondentAbroadVisit,relocatedSince1997,relocatedSince1997Number,relocationJob,relocationFinancialImprovement,relocationFinancialProblems,relocationFamilyProblems,relocationBetterEducation,relocationBetterHealthcare,relocationBetterInfrastructure,relocationMarriage,relocationOther,relocationOtherDescription,closerToPrimarySchool,closerToCollege,closerToMarket,closerToTown,closerToMainRoad,closerToCity,natalBariDhakaMale,natalBariDhakaFemale,natalBariBangladeshMale,natalBariBangladeshFemale,natalBariAbroadMale,natalBariAbroadFemale,maritalBariDhakaMale,maritalBariDhakaFemale,maritalBariBangladeshMale,maritalBariBangladeshFemale,maritalBariAbroadMale,maritalBariAbroadFemale,familiesFoodShare,familiesCooperationAgriculture,familiesCooperationChildcare,familiesLoanActivity,familyBariWealthBefore,familyBariWealthAfter,familyBariEducationBefore,familyBariEducationAfter,familyBariReligiousBefore,familyBariReligiousAfter,familyBariSocialSizeBefore,familyBariSocialSizeAfter,familyBariSocialClassBefore,familyBariSocialClassAfter,familyBariPoliticalBefore,familyBariPoliticalAfter,MacArthurLadderPresent,MacArthurLadderPast,listenRadio,watchTVMinutes,watchTVHours,watchTVPer,useInternet
B9F32261-561A-BA46-9932-3EFBFBD51E7C,10,0,1,,,,,,10,0,1,,,,,,15,0,,,,1,,,10,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,20,0,1,,,,,,30,2,,1,,15,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,8,0,1,1,0,0,1,1,,1,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,less,average,average,less,more,less,average,average,lower,lower,average,not at all,3,3,0,0,1,day,1
BA0987F4-71E6-B04D-B673-6F7601F761ED,10,0,,,,,,,10,0,,,,,,,30,0,,,,,,,10,0,,,,,,,30,0,,,,,,,0,1,,,,,,,0,1,,,,,,,0,3,,,,10,0,,,,,,,30,0,,,,,,,0,1,,,,,,,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,average,average,less,average,average,average,average,average,middle,middle,not at all,not at all,5,7,0,0,0,,0
BA374D57-D5E1-D242-A894-AA9EC159FD06,5,0,,,,,,,5,0,,,,,,,30,0,,,,,,,20,0,,,,,,,0,1,,,,,,,0,2,,,,,,,30,0,,,,,,,0,2,,,,20,0,,,,,,,30,0,,,,,,,0,2,,,,,,,3,3,0,2,2,0,,,,,,,,,,,,,,,,,,,3,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,more,average,more,more,more,more,average,average,middle,middle,not at all,not at all,5,2,0,0,,,0
BA49363B-2AEA-AE4E-B278-27F1E6657220,10,0,1,,,,,,0,1,1,,,,,,0,1,1,,,,,,0,1,1,,,,,,0,1,1,,,,,,0,1,,,,,,,10,1,1,,,,,,30,3,1,1,,0,1,1,,,,,,0,1,1,,,,,,10,1,1,,,,,,1,1,0,1,1,0,1,1,,,,,,,,,,,1,,,,,,1,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,less,less,average,less,average,average,more,more,middle,middle,not at all,not at all,3,2,0,30,1,day,0
BA5B1668-3A2D-D74C-A7E8-E65D4E454240,10,0,,,,1,,,15,0,,,,1,,,10,0,,,,1,,,5,0,1,,,,,,15,0,,,,1,,,15,0,,,,1,,,2,0,1,,,,,,30,0,,1,,5,0,1,,,,,,15,0,,,,1,,,20,0,,1,,,,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,average,average,average,less,average,average,average,average,middle,middle,not at all,not at all,4,3,0,30,0,day,3
BAC042BD-C9C8-C048-B2B7-8D2DA8C71D0C,30,0,1,,,,,,0,1,,,,1,,,30,0,,,,1,,,20,0,1,,,1,,,30,1,,,,1,,,30,1,,,,1,,,0,1,,,,1,,,0,4,,1,,15,0,1,,,,,,30,1,,,,1,,,30,1,,,,1,,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,more,average,average,less,average,average,average,average,middle,middle,less,not at all,5,4,0,0,0,,0
BB020C6E-DB01-004E-A0F8-747A63A82224,10,0,1,,,,,,10,0,1,,,,,,25,0,,,,1,,,10,0,1,,,,,,30,0,,,,1,,,30,1,,,,1,,,30,0,,,,,,,30,3,1,1,,10,0,,,,1,,,0,1,,,,1,,,40,1,,,,1,,,1,8,8,2,2,0,1,1,,1,,,,,,,,,,,,,,,1,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,less,average,less,less,average,average,more,average,lower,middle,not at all,not at all,4,3,0,0,0,,2
BB40EFEB-F25B-2A44-A9D1-167F06C602DE,20,0,1,,,,,,30,0,1,,,,,,20,0,,1,,,,,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,30,0,,1,,,,,0,3,1,1,,10,0,1,,,,,,30,0,1,,,,,,25,0,,1,,,,,2,8,0,0,2,0,1,2,,,,,,,,,1,Live rent house because own house seal.,1,1,1,1,1,1,8,0,3,0,1,0,3,0,0,0,1,0,0,0,0,0,average,average,less,less,more,more,more,more,middle,middle,not at all,not at all,2,4,0,0,1,day,0
BBBBA43D-8646-1349-9147-F32F3759FFCC,5,0,1,,,,,,10,0,1,,,,,,20,0,,,,1,,,10,0,1,,,,,,20,0,,,,1,,,20,0,,,,1,,,10,0,1,,,,,,30,3,,1,,5,0,1,,,,,,20,0,,,,1,,,30,0,,,,1,,,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,more,less,more,average,average,average,more,average,upper,middle,average,not at all,4,6,0,0,0,,0
BBF73150-E714-9448-A5EE-B0C226E7E0A9,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,5,0,,,,,,,30,0,,,,,,,15,0,,,,,,,3,0,,,,,,,0,3,,,,10,0,,,,,,,5,0,,,,,,,0,1,,,,,,,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,more,less,average,less,average,more,average,average,middle,middle,not at all,not at all,5,1,0,0,,,2
BC3D2353-C44C-5442-849D-3A9105FCFC4C,5,0,,,,,,,20,0,,,,,,,20,0,,,,,,,2,0,,,,,,,5,0,,,,,,,30,0,,,,,,,30,0,,,,,,,0,3,,,,5,0,,,,,,,30,0,,,,,,,45,0,,,,,,,8,4,0,0,0,0,1,1,,,,,,,,1,,,1,1,1,,,,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,more,average,less,less,average,average,more,average,middle,middle,less,less,5,4,0,0,2,day,0
BC782E66-12FD-9846-BA51-CE965F423BFC,5,0,,,,,,,15,0,,,,,,,15,0,,,,,,,5,0,,,,,,,5,0,,,,,,,0,1,,,,,,,3,0,,,,,,,0,3,,,,5,0,,,,,,,5,0,,,,,,,10,0,,,,,,,3,2,2,3,2,0,1,1,,,,,,,,1,,,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,less,less,average,less,less,average,average,average,middle,middle,not at all,not at all,2,1,0,30,0,day,1
BC88D5E3-37A4-9049-8494-7F9DDD614E56,15,0,1,,,,,,20,0,1,,,,,,30,0,,,,1,,,20,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,10,0,,,,1,,,0,4,1,1,,20,0,1,,,,,,30,0,,,,1,,,45,0,,,,1,,,1,1,0,0,1,0,1,2,,1,,,,,,1,,,,,,,,,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,average,average,less,less,more,more,average,average,middle,middle,not at all,not at all,2,2,0,0,0,,0
BCC2EA42-2A0F-5046-8C40-333D8D75E852,20,0,,,,,,,20,0,,,,,,,30,0,,,,,,,20,0,,,,,,,20,0,,,,,,,20,0,,,,,,,30,0,,,,,,,0,4,,,,30,0,,,,,,,30,0,,,,,,,30,0,,,,,,,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,more,average,more,average,average,average,more,average,middle,middle,not at all,not at all,9,6,0,0,0,0,2
BD1689AF-82BF-DC4E-8FDB-4B2B4D40A4E5,10,0,1,,,,,,10,0,1,,,,,,20,0,,,,1,,,10,0,1,,,,,,10,0,1,,,,,,45,0,,,,1,,,20,0,1,,,,,,0,3,,1,,10,0,1,,,,,,45,0,,,,1,,,0,1,,,,1,,,8,5,1,2,1,0,,,,,,,,,,,,,,,,,,,7,5,0,0,0,0,3,4,0,0,1,0,0,0,0,0,average,average,average,average,less,more,average,average,middle,middle,not at all,not at all,4,3,0,0,1,day,0
BD2759D1-B0D8-1849-BF22-D45A2DCD363B,7,0,,,,,,,7,0,,,,,,,15,0,,,,,,,7,0,,,,,,,30,0,,,,,,,30,0,,,,,,,0,1,,,,,,,0,4,,,,7,0,,,,,,,7,0,,,,,,,0,1,,,,,,,8,0,0,3,0,0,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,average,average,less,average,average,average,less,more,middle,middle,not at all,not at all,4,5,0,0,0,,0
BD2FE531-5F22-8B4F-9DC2-24F3033AB253,10,0,,,,,,,20,0,,,,,,,20,0,,,,,,,10,0,,,,,,,35,0,,,,,,,35,0,,,,,,,30,0,,,,,,,30,2,,,,10,0,,,,,,,35,0,,,,,,,30,1,,,,,,,2,2,1,1,8,0,,,,,,,,,,,,,,,,,,,0,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,less,less,average,more,average,average,average,average,middle,middle,not at all,not at all,3,1,0,0,0,,1
BD55C783-065F-CD49-B6D8-88588F55371F,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,2,0,,,,,,,10,0,,,,,,,40,1,,,,,,,2,0,,,,,,,0,3,,,,5,0,,,,,,,7,0,,,,,,,45,0,,,,,,,8,4,0,5,4,0,,,,,,,,,,,,,,,,,,,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,more,average,less,average,less,average,less,more,middle,middle,not at all,not at all,5,4,2,0,2,day,0
BD588C02-496F-4C46-9145-0218DE3DEDA4,10,0,1,,,,,,20,0,1,,,,,,0,1,,,,1,,,20,0,1,,1,,,,30,0,,,1,,,,40,0,,,,1,,,20,0,,,,1,,,0,4,1,,1,10,0,1,,,,,,20,0,,,,1,,,0,1,1,,,1,,,2,1,2,4,1,0,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,4,5,0,0,3,0,0,0,0,0,average,more,average,more,average,average,average,more,middle,middle,not at all,not at all,8,5,0,0,0,,0
BE1573C2-9C63-754E-A35D-203F8265236A,20,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,15,0,1,,,,,,40,0,,,,1,,,40,0,,,,1,,,40,0,,,,1,,,0,3,1,1,,15,0,1,,,,,,40,0,,,,1,,,40,0,,,,1,,,8,2,0,2,1,0,1,1,,,,,,,,1,,,1,1,1,,,,0,0,0,3,7,0,0,2,0,0,4,0,0,0,0,0,average,average,more,more,average,average,more,more,middle,middle,less,less,4,6,0,0,0,,0
BE8859E9-2C57-A442-BECB-7486772BB385,5,0,1,,,,,,30,0,1,,,,,,30,0,1,,,1,,,5,0,1,,,,,,5,0,1,,,,,,0,2,,,,1,,,0,2,,,,1,,,0,5,1,1,,5,0,1,,,,,,15,0,1,,,,,,45,0,,,,1,,,2,0,0,8,2,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,average,average,less,average,more,more,more,more,middle,middle,not at all,not at all,2,4,0,15,0,day,0
BEA9C478-A21E-9F45-A68D-7CFE5CBECA8B,5,0,1,,,,,,5,0,1,,,,,,15,0,,,,1,,,5,0,1,,,,,,15,0,,,,1,,,45,0,,,,1,,,15,0,,,,1,,,30,2,1,1,,5,0,1,,,,,,15,0,,,,1,,,50,0,,,,1,,,8,8,0,2,2,0,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,8,7,0,0,3,0,0,0,0,0,less,less,less,less,more,average,more,average,lower,lower,not at all,not at all,4,3,0,0,1,day,0
BEB86A71-8346-0C43-B59C-9F5A27F53751,5,0,1,,,,,,15,0,1,,,,,,30,0,,1,,,,,10,0,,1,,,,,10,0,,1,,,,,30,0,,,,1,,,10,0,,1,,,,,0,2,,1,,5,0,1,,,,,,10,0,,1,,,,,15,0,,,,1,,,8,0,0,5,0,0,,,,,,,,,,,,,,,,,,,3,3,0,0,9,5,5,7,0,0,0,0,0,0,0,0,more,average,average,more,more,average,more,average,upper,middle,more,average,3,2,0,15,0,day,0
BEC0D054-D5D4-8142-B8B8-94AD3644473C,5,0,1,,,,,,0,1,1,,,,,,0,1,1,,,,,,5,0,1,,,,,,30,0,,,1,,,,0,1,,,,1,,,30,0,,,1,,,,30,3,,,1,35,0,1,,,,,,30,0,,,1,,,,30,1,,,,1,,,2,0,0,3,0,0,1,1,,,,,,,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,more,average,more,average,more,average,more,average,middle,middle,not at all,not at all,3,2,0,0,2,day,0
BEF9B56F-3F83-4B15-A257-ACFA550F1CFA,20,,,,,,,,30,,,,,,,,30,,,,,,,,10,,,,,,,,30,,,,,,,,30,,,,,,,,30,,,,,,,,0,5,,,,10,,,,,,,,30,,,,,,,,30,,,,,,,,0,4,0,1,8,0,1,1,,,,,,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,less,average,average,less,more,less,more,less,middle,lower,not at all,not at all,6,7,0,0,,,0
BEFF1D24-0B35-F041-8CBE-F13990D07666,5,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,5,0,,,,1,,,5,0,,,,1,,,45,0,,,,1,,,45,0,,,,1,,,30,2,1,1,,5,0,,,,1,,,45,0,,,,1,,,0,1,,,,1,,,2,1,0,2,1,0,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,average,average,less,average,average,average,average,average,middle,middle,not at all,not at all,2,3,0,0,0,NA,0
C04B2D66-E65F-E94E-8A5F-20CA6FEE6BD0,15,0,1,,,,,,30,0,1,,,,,,15,0,,,,1,,,5,0,1,,,,,,30,0,,,,1,,,30,0,,1,,,,,5,0,1,,,,,,30,2,,1,,6,0,1,,,,,,35,0,,,,1,,,25,0,,,,1,,,8,2,2,8,2,0,1,1,,,,,,,,1,,,,,1,,,,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,more,average,average,less,more,less,average,average,middle,middle,not at all,not at all,5,2,0,30,1,day,1
C070D61F-952F-8947-94D3-BF49E0F0453A,15,0,,,,,,,20,0,,,,,,,20,0,,,,,,,10,0,,,,,,,30,0,,,,,,,30,0,,,,,,,15,0,,,,,,,30,2,,,,20,0,,,,,,,30,0,,,,,,,30,0,,,,,,,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,more,more,more,average,more,average,more,average,upper,middle,not at all,not at all,10,2,0,0,,,0
C12FCA28-CCD1-8641-88D0-1656B8359D2A,10,0,1,,,,,,30,0,,,1,,,,30,0,1,,1,,,,30,0,,,1,,,,30,0,,,1,,,,30,0,,,1,,,,20,0,1,,,,,,0,3,,1,,10,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,8,1,0,2,0,0,,,,,,,,,,,,,,,,,,,8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,average,more,average,more,average,average,average,average,lower,middle,not at all,not at all,5,3,0,0,0,,0
C13B5B23-E531-B04D-9381-FE569DF07705,5,0,1,,,,,,5,0,1,,,,,,5,0,1,,,1,,,5,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,0,1,,,,1,,,0,5,1,1,,5,0,1,,,,,,30,0,,,,1,,,40,0,,,,1,,,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,average,average,less,less,less,less,average,average,middle,middle,not at all,not at all,4,3,0,0,0,,0
C1B302D0-BF32-C14E-B439-18AA3721956D,5,0,,,,,,,5,0,,,,,,,15,0,,,,,,,5,0,,,,,,,45,0,,,,,,,45,0,,,,,,,30,1,,,,,,,0,5,,,,5,0,,,,,,,5,0,,,,,,,0,1,,,,,,,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,more,average,more,more,more,more,more,less,upper,middle,not at all,not at all,2,5,0,0,0,,0
C1C9E27C-4525-E943-8B09-88B531312FCD,10,0,1,,,,,,10,0,1,,,,,,25,0,1,,,,,,5,0,1,,,,,,5,0,1,,,,,,30,0,,,,1,,,5,0,1,,,,,,30,2,,1,,5,0,1,,,,,,5,0,1,,,,,,35,0,,,,1,,,8,2,0,2,2,0,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,more,more,average,less,more,average,more,more,middle,middle,average,not at all,4,4,0,0,2,day,4
C2569306-A804-6C44-85D5-01EF0E2EA49C,20,0,1,,,,,,20,0,1,,,,,,20,0,,,1,,,,20,0,,,1,,,,0,1,,,,1,,,0,1,,,,1,,,20,0,,,1,,,,30,3,,1,,20,0,,,1,,,,0,1,,,,1,,,0,1,,,,1,,,2,2,8,1,1,0,1,1,,,,,,,,,,,,,,,,,4,4,4,5,4,0,2,2,0,0,0,0,0,0,0,0,average,average,average,more,average,average,average,more,middle,middle,less,less,6,5,0,30,2,,1
C2E25F97-4676-A441-8F91-88960E3D7794,10,0,1,,,,,,10,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,30,0,,,1,,,,30,0,,1,,,,,20,0,1,,1,,,,0,4,,1,,10,0,1,,,,,,30,0,,1,1,,,,30,0,,,1,,,,2,2,0,2,2,0,1,1,,,,,,,,,1,LIVING IN VILLAGE FOR HUSBAND,,,,,,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,average,average,average,average,average,average,average,average,middle,middle,not at all,not at all,4,4,0,0,0,,0
C30B3941-E3EB-5942-89B8-E744960C42AE,30,0,1,,,,,,20,0,1,,,,,,0,1,1,,,,,,20,0,1,,,,,,0,1,1,,,,,,30,1,1,,,1,,,0,1,1,,,,,,0,3,,1,,25,1,1,,,1,,,30,1,1,,,1,,,30,1,1,,1,,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,6,0,0,0,1,1,0,0,0,0,9,8,0,0,0,0,average,less,more,average,average,average,more,more,middle,middle,not at all,not at all,3,5,0,0,0,,0
C31FA632-6E04-F34B-9AF1-E4341A58D66A,20,0,1,,,,,,20,0,1,,,,,,30,0,1,,,,,,10,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,25,0,1,,,,,,0,4,,1,,10,0,1,,,,,,30,0,1,,,,,,15,,,1,,,,,5,5,0,5,0,0,,,,,,,,,,,,,,,,,,,1,3,0,0,1,0,3,2,0,0,1,0,0,0,0,0,more,more,average,less,average,average,average,less,middle,middle,not at all,average,6,8,0,0,0,,0
C43C8F47-2561-464D-8472-4E939C196ED5,7,0,1,,,,,,25,0,1,,,,,,25,0,1,,,,,,10,0,1,,,,,,15,0,,,,1,,,15,0,,,,1,,,0,1,,,,1,,,30,2,1,1,,15,0,,,,1,,,30,0,,,,1,,,40,0,,,,1,,,4,2,0,3,2,0,1,1,,,,,,,,1,,,1,1,,,,,1,2,0,1,2,0,7,6,0,0,3,1,0,0,0,0,average,average,more,more,average,average,more,more,middle,middle,more,more,5,7,4,0,2,day,2
C43DA728-9272-6E4F-9815-AE734AFE795F,15,0,1,,,,,,30,0,1,,,,,,30,0,,,,1,,,10,0,1,,,,,,40,0,,,,1,,,40,0,,,,1,,,15,0,,,,1,,,0,3,1,1,,10,0,1,,,,,,40,0,,,,1,,,50,0,,,,1,,,2,2,0,2,2,0,1,1,,1,,,,,,,,,,,,,,,25,15,6,9,6,0,10,12,0,0,1,0,0,0,0,0,average,average,average,average,more,more,more,more,lower,middle,not at all,not at all,3,2,0,0,0,NA,0
C4EA5DE8-9917-FC48-97BD-349155DFDE75,18,0,1,,,,,,10,0,,,1,,,,30,0,,,1,,,,5,0,1,,,,,,10,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,30,2,1,1,,5,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,2,2,0,2,2,0,,,,,,,,,,,,,,,,,,,1,0,0,0,1,3,3,0,1,2,0,0,0,0,0,0,average,average,average,more,more,more,more,more,middle,middle,not at all,not at all,4,3,0,0,0,,0
C541643F-6D08-7448-9401-6230A8B307CF,10,0,1,,,,,,10,0,1,,,,,,30,0,1,,,,,,15,0,1,,,,,,30,0,1,,,,,,20,0,1,,,1,,,10,0,1,,,,,,30,3,,1,,10,0,1,,,,,,30,0,1,,,1,,,40,0,,,,1,,,4,2,1,8,2,0,1,1,,,,,,,,1,,,,,,1,1,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,average,less,average,average,average,average,average,average,middle,middle,not at all,not at all,5,6,0,0,1,week,1
C63E1719-467B-E049-BBB8-F2BDC79FF5AF,10,0,1,,,,,,30,0,1,,,,,,20,0,,,,1,,,20,0,,,,1,,,40,0,,,,1,,,40,0,1,,,,,,10,0,1,,,,,,0,3,,1,,20,0,1,,,,,,40,0,,,,1,,,0,1,,,,1,,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,more,more,average,more,average,average,average,more,middle,middle,less,average,8,6,0,0,0,na,0
C681BD0A-FE4D-504D-BFD0-554BF94E1080,5,0,1,,,,,,20,0,1,,,,,,30,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,30,1,1,,,1,,,30,0,,,1,,,,0,3,,1,,10,0,1,,,,,,10,0,1,,,,,,30,1,,,,1,,,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,less,less,less,average,average,average,average,more,lower,middle,not at all,not at all,5,2,0,0,0,,0
C6968946-B365-6540-812F-2891B7BED2CB,20,0,1,,,,,,20,0,1,,,,,,30,0,,,,1,,,20,0,1,,,,,,0,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,8,1,0,3,0,0,1,1,,,,,,,,1,,,,,,,,,1,1,0,0,2,0,3,0,0,1,0,0,0,0,0,0,average,less,average,more,average,average,average,average,middle,middle,less,less,5,2,0,0,2,day,0
C7085C8D-7BD6-E04E-9E76-AB52EB9A7C0E,10,0,1,,,,,,20,0,1,,,,,,5,0,1,,,,,,5,0,1,,,,,,20,0,1,,1,,,,20,0,1,,1,,,,10,0,1,,,,,,0,4,1,1,,5,0,1,,,,,,20,0,,1,,,,,20,0,,1,,,,,1,1,0,1,1,0,1,2,,,,,,,,,1,HAVE NO LIVING SPACE,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,less,average,average,average,average,average,average,average,lower,lower,not at all,not at all,4,4,0,30,0,day,0
C71F0AC1-B5E9-3748-A38F-C4453A39D8F3,15,0,1,,,,,,0,1,1,,,,,,0,1,,,,1,,,12,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,20,0,1,,,,,,0,5,,1,,20,0,1,,,,,,30,0,,1,1,,,,30,0,,,,1,,,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,more,average,more,more,average,average,average,average,middle,middle,average,less,5,5,0,0,0,,0
C778678F-BBAE-F646-B154-84D4B905D441,10,0,1,,,,,,10,0,1,,,,,,40,0,1,,,,,,10,0,1,,,,,,40,0,1,,,,,,40,0,1,,,,,,10,0,1,,,,,,0,3,,1,,40,0,1,,,,,,40,0,1,,,,,,0,1,1,,,,,,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,more,less,average,average,more,average,average,lower,middle,not at all,not at all,5,4,2,40,0,month,0
C790FCA3-D1A1-3F4E-912A-94BC7EAB5B08,5,,1,,,,,,10,,1,,,,,,15,,,,,1,,,10,,1,,,,,,15,,,,,1,,,15,,,,,1,,,5,,1,,,,,,0,3,,1,,10,0,1,,,,,,15,0,,,,1,,,15,0,,,,1,,,3,0,0,2,0,0,1,1,1,1,,,,,,,,,1,1,1,,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,more,average,more,more,average,average,more,average,middle,middle,less,less,6,6,0,0,2,day,0
